sgRNA	Gene	plasmid	ESC1
chr5:107721683-107721706	GFI1	6.6436082239855265	32.62795325075315
chr19:13619717-13619740	OLFR1487	62.63973468329211	139.21260053654677
chr7:142370959-142370982	6330512M04RIK	74.02877735298158	29.365157925677835
chr12:110279525-110279548	DIO3	146.15938092768158	201.20571171297775
chr1:181211222-181211245	WDR26	77.82512490954474	70.69389870996515
chr11:6519038-6519061	MYO1G	50.301605124461844	8.700787533534173
chr15:82343537-82343560	FAM109B	60.74156090501053	101.14665507733477
chr14:50238363-50238386	OLFR731	162.293858043075	203.3809085963613
chr5:107403657-107403680	EPHX4	182.22468271503158	159.87697092869044
chr2:88958864-88958887	OLFR1212	163.2429449322158	236.00886184711445
chr4:129182017-129182040	S100PBP	20.87991156109737	15.226378183684803
chr5:104337634-104337657	MEPE	42.708910011335526	2.1751968833835433
chr1:189000251-189000274	KCTD3	74.02877735298158	81.56988312688287
chrX:16886638-16886661	NDP	48.40343134618027	19.57677195045189
chr16:10791787-10791810	PRM2	101.55229713806447	89.18307221872527
chr2:28676055-28676078	TSC1	25.62534600680132	16.313976625376576
chr15:98168520-98168543	AI836003	50.301605124461844	65.2559065015063
chr10:99108989-99109012	GALNT4	148.05755470596316	149.0009865117727
chr13:91770140-91770163	ACOT12	104.39955780548685	48.94192987612973
chr8:66704483-66704506	NPY1R	58.84338712672895	63.080709618122754
chr9:48392735-48392758	FAM55D	95.85777580321974	96.79626131056767
chr11:43682268-43682291	PWWP2A	47.454344457039475	45.67913455105441
chr10:125233443-125233466	SLC16A7	121.48312181002106	132.68700988639614
chr5:137735795-137735818	6430598A04RIK	94.90868891407895	159.87697092869044
chr14:37131541-37131564	GHITM	81.6214724661079	77.21948936011579
chr17:23674542-23674565	HCFC1R1	157.54842359737106	58.73031585135567
chr9:15294438-15294461	4931406C07RIK	61.69064779415132	123.98622235286197
chr1:191760031-191760054	LPGAT1	56.945213348447375	42.416339225979094
chr10:79665637-79665660	MADCAM1	48.40343134618027	46.766732992746185
chr2:154130650-154130673	BPIFA3	105.34864469462764	157.7017740453069
chr12:105808607-105808630	PAPOLA	153.7520760408079	25.014764158910747
chr17:19589821-19589844	VMN2R101	125.27946936658422	97.88385975225945
chr7:86321769-86321792	OLFR308	64.53790846157369	82.65748156857465
chr4:115785121-115785144	ATPAF1	36.06530178735	28.277559483986064
chr2:85414309-85414332	OLFR993	59.79247401586974	51.11712675951327
chr6:116515941-116515964	OLFR212	90.163254468375	84.83267845195819
chr9:109146607-109146630	FBXW21	93.95960202493816	265.3740197727923
chr18:64467791-64467814	FECH	79.72329868782631	20.664370392143663
chr9:39484887-39484910	OLFR44	97.75594958150133	339.33071380783275
chr2:88559917-88559940	OLFR1188	141.41394648197763	214.256893013279
chr16:90432563-90432586	HUNK	18.032650893675	10.875984416917717
chr11:84878242-84878265	PIGW	131.92307759056973	60.90551273473921
chr8:111876488-111876511	TMEM170	55.04703957016579	64.16830805981454
chr6:124861185-124861208	GPR162	113.89042669689475	72.8690955933487
chr8:83668317-83668340	PTGER1	21.82899845023816	10.875984416917717
chr1:154204365-154204388	ZFP648	74.02877735298158	102.23425351902654
chr8:116943707-116943730	ATMIN	68.33425601813684	118.5482301444031
chr19:34474948-34474971	CH25H	84.46873313353026	32.62795325075315
chr1:60131856-60131879	CARF	44.60708378961711	21.751968833835434
chr2:5983076-5983099	UPF2	170.8356400453421	79.39468624349934
chr12:111410253-111410276	A230065H16RIK	53.14886579188421	79.39468624349934
chr1:20812666-20812689	MCM3	179.37742204760923	15.226378183684803
chr11:70136263-70136286	MGL2	30.370780452505265	14.138779741993032
chr1:87475063-87475086	3110079O15RIK	227.7808533937895	408.93701407610615
chr17:19600769-19600792	VMN2R101	143.3121202602592	117.46063170271134
chr1:193330164-193330187	LAMB3	15.185390226252633	57.642717409663895
chr15:8134111-8134134	NUP155	121.48312181002106	18.489173508760118
chr6:83109374-83109397	MRPL53	32.268954230786846	69.60630026827339
chr11:49261221-49261244	MGAT1	35.116214898209215	4.350393766767087
chr2:117259242-117259265	FAM98B	78.77421179868553	316.49114653230555
chr11:115624197-115624220	SLC25A19	75.92695113126317	275.1624057480182
chr6:132754860-132754883	TAS2R124	124.33038247744344	196.85531794621068
chrX:57390061-57390084	RBMX	16.134477115393423	82.65748156857465
chr11:75756819-75756842	YWHAE	238.22080917433817	438.30217200178396
chr2:112627744-112627767	AVEN	12.338129558830264	32.62795325075315
chr13:93671452-93671475	BHMT2	14.236303337111844	9.788385975225944
chrX:142343312-142343335	ACSL4	119.58494803173949	98.97145819395122
chr4:91264085-91264108	ELAVL2	121.48312181002106	54.379922084588586
chr13:24820793-24820816	ACOT13	73.07969046384079	83.74508001026642
chr2:119035135-119035158	RPUSD2	28.472606674223687	8.700787533534173
chr10:115376421-115376444	THAP2	154.7011629299487	146.82578962838917
chr18:37342361-37342384	PCDHB7	83.51964624438948	57.642717409663895
chr1:139249006-139249029	CRB1	179.37742204760923	279.51279951478534
chr2:111565123-111565146	OLFR1295	38.91256245477237	9.788385975225944
chr6:135242036-135242059	GSG1	79.72329868782631	76.13189091842402
chr5:30389770-30389793	OTOF	37.96347556563158	4.350393766767087
chr1:177743256-177743279	1700016C15RIK	108.19590536205001	228.39567275527205
chr6:136329056-136329079	GM8994	50.301605124461844	23.927165717218976
chr11:73777163-73777186	OLFR389	55.99612645930658	105.49704884410185
chr9:75445531-75445554	LEO1	19.93082467195658	9.788385975225944
chr8:94913310-94913333	CCDC102A	52.199778902743425	114.19783637763602
chr16:4716329-4716352	NMRAL1	142.36303337111843	255.58563379756635
chr17:46687307-46687330	PPP2R5D	85.41782002267105	31.540354809061377
chr17:34033603-34033626	RXRB	37.01438867649079	4.350393766767087
chr7:140153470-140153493	SPRN	45.556170678757894	23.927165717218976
chr1:92888569-92888592	ANKMY1	16.134477115393423	29.365157925677835
chr5:100791950-100791973	HELQ	50.301605124461844	36.978347017520235
chr7:144508235-144508258	PPFIA1	15.185390226252633	0.0
chr18:37342627-37342650	PCDHB7	181.2755958258908	154.43897872023157
chr1:3670974-3670997	XKR4	50.301605124461844	72.8690955933487
chr2:129285151-129285174	CKAP2L	104.39955780548685	103.3218519607183
chr15:82343524-82343547	FAM109B	41.75982312219474	48.94192987612973
chr7:24595132-24595155	ETHE1	52.199778902743425	31.540354809061377
chr3:59747298-59747321	GM5538	191.71555160643948	110.9350410525607
chr10:111976749-111976772	KRR1	93.01051513579738	18.489173508760118
chr15:76722884-76722907	C030006K11RIK	52.199778902743425	109.84744261086894
chr7:13401295-13401318	CABP5	70.23242979641843	85.92027689364996
chr7:96973515-96973538	NARS2	50.301605124461844	13.05118130030126
chr4:155250604-155250627	2610002J02RIK	95.85777580321974	104.40945040241007
chr18:35739407-35739430	TMEM173	238.22080917433817	289.3011854900113
chr7:5059516-5059539	CCDC106	69.28334290727764	268.6368150978676
chr2:88559916-88559939	OLFR1188	46.50525756789869	44.591536109362636
chr5:140330978-140331001	FTSJ2	69.28334290727764	58.73031585135567
chr3:135606582-135606605	NFKB1	37.96347556563158	52.20472520120504
chr5:91028364-91028387	EPGN	43.65799690047632	114.19783637763602
chr13:70779645-70779668	ADAMTS16	78.77421179868553	89.18307221872527
chr7:103716778-103716801	OLFR243	183.17376960417238	207.73130236312838
chr4:43770587-43770610	OLFR159	107.24681847290921	167.49016002053284
chr13:58071639-58071662	KLHL3	116.73768736431711	267.5492166561758
chr11:23364353-23364376	USP34	125.27946936658422	127.24901767793729
chr15:58205211-58205234	FBXO32	97.75594958150133	180.5413413208341
chr19:10417988-10418011	SYT7	41.75982312219474	89.18307221872527
chr19:25675612-25675635	DMRT2	67.38516912899605	81.56988312688287
chr12:40755792-40755815	DOCK4	236.3226353960566	184.89173508760118
chr15:43507666-43507689	TTC35	102.50138402720528	108.75984416917717
chr2:86658302-86658325	OLFR1085	63.5888215724329	94.62106442718414
chr7:119515007-119515030	PDILT	105.34864469462764	34.80315013413669
chr4:91308617-91308640	ELAVL2	167.03929248877895	258.8484291226417
chr11:5837568-5837591	POLM	32.268954230786846	38.06594545921201
chr7:119819538-119819561	2610020H08RIK	63.5888215724329	222.95768054681318
chr11:119500631-119500654	A730011L01RIK	46.50525756789869	60.90551273473921
chr4:47474987-47475010	SEC61B	59.79247401586974	7.6131890918424014
chr11:101093734-101093757	PSMC3IP	77.82512490954474	81.56988312688287
chr3:92317637-92317660	SPRR2B	41.75982312219474	51.11712675951327
chr11:78304940-78304963	SPAG5	32.268954230786846	42.416339225979094
chr18:36773515-36773538	HARS	54.097952681025006	1.0875984416917717
chr16:90386694-90386717	HUNK	58.84338712672895	175.10334911237524
chr7:103603855-103603878	OLFR619	59.79247401586974	45.67913455105441
chr8:61877306-61877329	PALLD	165.14111871049738	185.97933352929294
chr6:24637698-24637721	WASL	152.8029891516671	116.37303326101957
chr1:153874789-153874812	GM5531	60.74156090501053	53.29232364289681
chr15:98119435-98119458	PFKM	61.69064779415132	41.32874078428733
chr8:69707324-69707347	ZFP869	62.63973468329211	120.72342702778666
chr15:83228073-83228096	A4GALT	62.63973468329211	48.94192987612973
chr4:116992861-116992884	UROD	41.75982312219474	19.57677195045189
chr17:43494882-43494905	MEP1A	65.48699535071448	22.839567275527205
chr10:108631913-108631936	SYT1	55.04703957016579	22.839567275527205
chr1:191760053-191760076	LPGAT1	138.56668581455529	144.65059274500564
chr2:181382663-181382686	LIME1	47.454344457039475	13.05118130030126
chr1:151405496-151405519	1200016B10RIK	23.727172228519738	3.262795325075315
chr4:132204942-132204965	YTHDF2	76.87603802040395	20.664370392143663
chr13:21526703-21526726	ZFP192	85.41782002267105	39.15354390090378
chr7:119500441-119500464	PDILT	110.09407914033159	243.62205093895685
chr4:155250603-155250626	2610002J02RIK	14.236303337111844	36.978347017520235
chr7:132599329-132599352	NKX1-2	87.31599380095264	93.53346598549237
chr16:33268064-33268087	SNX4	73.07969046384079	61.993111176430986
chr9:43311351-43311374	TRIM29	49.35251823532106	77.21948936011579
chr6:85959252-85959275	DUSP11	43.65799690047632	191.4173257377518
chr11:105332280-105332303	MRC2	74.02877735298158	29.365157925677835
chr9:61409357-61409380	TLE3	45.556170678757894	89.18307221872527
chr13:23934578-23934601	HIST1H2AA	15.185390226252633	23.927165717218976
chr12:116342161-116342184	ESYT2	79.72329868782631	106.58464728579362
chr2:28577890-28577913	GTF3C5	111.99225291861316	3.262795325075315
chr12:119208530-119208553	ITGB8	26.574432895942106	29.365157925677835
chr2:113364271-113364294	FMN1	80.67238557696712	120.72342702778666
chr5:9435344-9435367	9330182L06RIK	22.778085339378947	11.963582858609488
chr9:75052283-75052306	ARPP19	122.43220869916185	52.20472520120504
chr9:43311277-43311300	TRIM29	75.92695113126317	116.37303326101957
chr2:93866019-93866042	ACCSL	78.77421179868553	117.46063170271134
chr8:43521329-43521352	ADAM26B	98.70503647064211	122.8986239111702
chr4:144715323-144715346	GM13178	77.82512490954474	112.02263949425249
chr11:73214997-73215020	SHPK	114.83951358603554	93.53346598549237
chr7:142897008-142897031	TH	114.83951358603554	71.78149715165694
chr2:51148295-51148318	RND3	68.33425601813684	264.28642133110054
chr10:13182403-13182426	LTV1	35.116214898209215	23.927165717218976
chr14:78307663-78307686	TNFSF11	48.40343134618027	28.277559483986064
chr15:76402543-76402566	HEATR7A	29.421693563364474	44.591536109362636
chr17:24896900-24896923	NME3	113.89042669689475	106.58464728579362
chr9:35136402-35136425	DCPS	54.097952681025006	34.80315013413669
chr15:58192306-58192329	FBXO32	80.67238557696712	60.90551273473921
chr2:110775017-110775040	ANO3	58.84338712672895	58.73031585135567
chr11:97316892-97316915	MRPL45	96.80686269236054	158.78937248699867
chr13:70791870-70791893	ADAMTS16	121.48312181002106	213.16929457158724
chr1:45912362-45912385	SLC40A1	171.7847269344829	370.87106861689415
chr10:74210374-74210397	PCDH15	60.74156090501053	58.73031585135567
chr14:14120078-14120101	PSMD6	175.58107449104605	25.014764158910747
chr13:62172141-62172164	ZFP808	129.07581692314739	158.78937248699867
chr5:53065518-53065541	SLC34A2	71.18151668555922	102.23425351902654
chr3:59745511-59745534	GM5538	74.02877735298158	102.23425351902654
chr17:36965210-36965233	ZNRD1AS	90.163254468375	317.57874497399735
chr4:115785098-115785121	ATPAF1	49.35251823532106	19.57677195045189
chr9:114689246-114689269	DYNC1LI1	50.301605124461844	51.11712675951327
chr16:5055315-5055338	UBN1	55.04703957016579	23.927165717218976
chrX:66654080-66654103	SLITRK2	85.41782002267105	57.642717409663895
chr7:122762219-122762242	CACNG3	180.32650893675	172.9281522289917
chr3:131249894-131249917	HADH	67.38516912899605	82.65748156857465
chr6:149144301-149144324	4833442J19RIK	89.21416757923421	20.664370392143663
chr3:88726297-88726320	RIT1	83.51964624438948	216.43208989666257
chr17:34034060-34034083	RXRB	146.15938092768158	269.72441353955935
chr6:134870139-134870162	GPR19	76.87603802040395	87.00787533534174
chr2:27737396-27737419	RXRA	25.62534600680132	30.452756367369606
chr4:86662180-86662203	PLIN2	59.79247401586974	153.3513802785398
chr9:15294443-15294466	4931406C07RIK	150.90481537338553	232.74606652203914
chr8:104309561-104309584	CMTM1	94.90868891407895	8.700787533534173
chr10:121571943-121571966	TBK1	74.02877735298158	5.437992208458859
chr6:134423975-134423998	BCL2L14	52.199778902743425	20.664370392143663
chr12:110279642-110279665	DIO3	52.199778902743425	61.993111176430986
chr7:46377054-46377077	MYOD1	60.74156090501053	59.817914293047444
chr1:177743254-177743277	1700016C15RIK	127.1776431448658	142.47539586162208
chr14:70579408-70579431	NUDT18	91.11234135751579	90.27067066041705
chr5:137295039-137295062	UFSP1	34.16712800906842	29.365157925677835
chr2:36452881-36452904	OLFR340	112.94133980775395	84.83267845195819
chr8:121560389-121560412	FBXO31	113.89042669689475	104.40945040241007
chr9:57700821-57700844	CYP1A1	58.84338712672895	38.06594545921201
chr5:29291298-29291321	LMBR1	68.33425601813684	47.85433143443795
chr9:109839636-109839659	NME6	37.01438867649079	3.262795325075315
chr1:132434284-132434307	DSTYK	61.69064779415132	71.78149715165694
chr6:52245486-52245509	HOXA11	46.50525756789869	47.85433143443795
chr12:110693488-110693511	HSP90AA1	84.46873313353026	72.8690955933487
chr17:46687621-46687644	PPP2R5D	31.319867341646056	6.52559065015063
chr11:53614026-53614049	IL4	56.945213348447375	73.95669403504047
chr8:70132572-70132595	NR2C2AP	119.58494803173949	145.7381911866974
chr2:34948157-34948180	TRAF1	159.44659737565263	134.86220676977968
chr1:188992686-188992709	KCTD3	65.48699535071448	33.71555169244492
chr9:35171152-35171175	DCPS	62.63973468329211	4.350393766767087
chr2:88958879-88958902	OLFR1212	59.79247401586974	73.95669403504047
chr10:20233396-20233419	MTAP7	87.31599380095264	21.751968833835434
chr9:49568459-49568482	NCAM1	61.69064779415132	158.78937248699867
chr8:70132573-70132596	NR2C2AP	98.70503647064211	31.540354809061377
chr13:19372583-19372606	STARD3NL	20.87991156109737	33.71555169244492
chr6:43217384-43217407	OLFR434	87.31599380095264	120.72342702778666
chr12:8227224-8227247	1110057K04RIK	71.18151668555922	123.98622235286197
chr16:30600831-30600854	FAM43A	28.472606674223687	10.875984416917717
chr5:108672361-108672384	SLC26A1	67.38516912899605	139.21260053654677
chr2:87509592-87509615	PRAMEL6	130.02490381228816	76.13189091842402
chr17:24896699-24896722	NME3	120.53403492088027	81.56988312688287
chr11:99949051-99949074	KRTAP9-5	70.23242979641843	212.08169612989548
chr6:32215106-32215129	PLXNA4	67.38516912899605	104.40945040241007
chr9:119341653-119341676	ACAA1A	55.99612645930658	11.963582858609488
chr5:97392150-97392173	NAA11	87.31599380095264	119.63582858609489
chr2:30033310-30033333	WDR34	89.21416757923421	141.3877974199303
chr11:83427448-83427471	GAS2L2	87.31599380095264	81.56988312688287
chr7:19415492-19415515	CKM	77.82512490954474	40.24114234259555
chr11:120495468-120495491	SLC25A10	65.48699535071448	60.90551273473921
chr8:43187668-43187691	TRIML2	100.60321024892369	33.71555169244492
chr15:77389809-77389832	APOL7A	41.75982312219474	72.8690955933487
chr15:77488730-77488753	APOL10A	54.097952681025006	41.32874078428733
chr19:3285367-3285390	MRPL21	75.92695113126317	90.27067066041705
chr4:56792443-56792466	IKBKAP	61.69064779415132	1.0875984416917717
chr11:73165575-73165598	P2RX5	55.99612645930658	22.839567275527205
chr9:14593579-14593602	AMOTL1	125.27946936658422	138.125002094855
chrX:87419106-87419129	IL1RAPL1	111.04316602947237	66.34350494319807
chr17:56115190-56115213	PLIN5	11.389042669689474	0.0
chr19:10435590-10435613	SYT7	43.65799690047632	73.95669403504047
chr2:111565093-111565116	OLFR1295	93.01051513579738	76.13189091842402
chr19:10968132-10968155	MS4A10	131.92307759056973	120.72342702778666
chrX:8273626-8273649	SLC38A5	57.89430023758816	42.416339225979094
chr6:72426416-72426439	GGCX	64.53790846157369	57.642717409663895
chr11:59327758-59327781	WNT9A	118.63586114259869	135.94980521147147
chr5:88465144-88465167	AMBN	78.77421179868553	138.125002094855
chr5:137747421-137747444	TSC22D4	9.490868891407896	0.0
chr11:100420909-100420932	FKBP10	93.95960202493816	159.87697092869044
chr10:111977331-111977354	KRR1	56.945213348447375	28.277559483986064
chr7:10102520-10102543	VMN2R51	89.21416757923421	65.2559065015063
chr9:109146608-109146631	FBXW21	130.02490381228816	217.51968833835434
chr6:34356333-34356356	AKR1B8	80.67238557696712	90.27067066041705
chr17:23674600-23674623	HCFC1R1	203.10459427612895	296.9143745818537
chrX:35993599-35993622	DOCK11	125.27946936658422	121.81102546947842
chr17:37020613-37020636	MOG	19.93082467195658	69.60630026827339
chr11:105977010-105977033	ACE	116.73768736431711	57.642717409663895
chr5:63937931-63937954	RELL1	166.09020559963818	170.75295534560814
chr15:100353410-100353433	METTL7A2	201.20642049784738	106.58464728579362
chr5:142960903-142960926	FSCN1	10.439955780548685	3.262795325075315
chr19:4108177-4108200	PITPNM1	46.50525756789869	32.62795325075315
chr15:76414310-76414333	HEATR7A	71.18151668555922	54.379922084588586
chr8:47065401-47065424	ENPP6	59.79247401586974	66.34350494319807
chr16:93683563-93683586	CBR3	38.91256245477237	61.993111176430986
chr8:61877579-61877602	PALLD	112.94133980775395	158.78937248699867
chr5:137621209-137621232	FBXO24	30.370780452505265	73.95669403504047
chr1:177743293-177743316	1700016C15RIK	132.87216447971053	323.0167371824562
chr18:35739405-35739428	TMEM173	59.79247401586974	63.080709618122754
chr9:39511210-39511233	OLFR957	103.45047091634606	144.65059274500564
chr1:106946656-106946679	SERPINB12	44.60708378961711	185.97933352929294
chr14:57999041-57999064	EFHA1	16.134477115393423	31.540354809061377
chr13:94877224-94877247	OTP	54.097952681025006	41.32874078428733
chr18:46932409-46932432	GM949	27.523519785082897	10.875984416917717
chr17:40602376-40602399	GM20580	105.34864469462764	93.53346598549237
chr2:29790474-29790497	COQ4	66.43608223985527	70.69389870996515
chr17:23779757-23779780	FLYWCH2	90.163254468375	112.02263949425249
chr5:108673816-108673839	SLC26A1	51.25069201360264	29.365157925677835
chr2:152343115-152343138	TRIB3	90.163254468375	254.49803535587458
chr10:99108826-99108849	GALNT4	67.38516912899605	22.839567275527205
chr12:73585378-73585401	PRKCH	31.319867341646056	47.85433143443795
chr7:43721025-43721048	KLK13	107.24681847290921	73.95669403504047
chr9:81632345-81632368	HTR1B	56.945213348447375	80.4822846851911
chr13:23934050-23934073	HIST1H2BA	181.2755958258908	170.75295534560814
chr9:41046946-41046969	UBASH3B	120.53403492088027	100.05905663564299
chr7:63919386-63919409	E030018B13RIK	133.82125136885134	264.28642133110054
chr9:21090282-21090305	RAVER1	132.87216447971053	224.04527898850498
chr10:61112219-61112242	SGPL1	72.1306035747	102.23425351902654
chrX:167515831-167515854	FRMPD4	109.1449922511908	241.4468540555733
chr11:84118246-84118269	TADA2A	79.72329868782631	60.90551273473921
chr4:148164839-148164862	FBXO2	31.319867341646056	13.05118130030126
chr2:156312127-156312150	SCAND1	56.945213348447375	39.15354390090378
chr8:70756486-70756509	RAB3A	71.18151668555922	244.7096493806486
chr10:82664644-82664667	GLT8D2	86.36690691181185	65.2559065015063
chr1:86669824-86669847	NPPC	29.421693563364474	4.350393766767087
chr1:85094333-85094356	A530032D15RIK	298.0132831902079	413.2874078428732
chr12:72898724-72898747	4930447C04RIK	111.99225291861316	120.72342702778666
chr13:94997174-94997197	WDR41	71.18151668555922	33.71555169244492
chr2:36452882-36452905	OLFR340	58.84338712672895	153.3513802785398
chrX:13108072-13108095	USP9X	68.33425601813684	16.313976625376576
chr11:53134063-53134086	FSTL4	55.04703957016579	101.14665507733477
chr4:150999096-150999119	UTS2	37.96347556563158	25.014764158910747
chr10:125294625-125294648	SLC16A7	64.53790846157369	133.7746083280879
chr5:30384205-30384228	OTOF	21.82899845023816	27.189961042294293
chr4:126180246-126180269	THRAP3	42.708910011335526	45.67913455105441
chr8:85302917-85302940	ORC6	95.85777580321974	2.1751968833835433
chr10:39947907-39947930	G630090E17RIK	115.78860047517632	101.14665507733477
chr5:63937930-63937953	RELL1	69.28334290727764	200.11811327128598
chr10:121576304-121576327	TBK1	115.78860047517632	66.34350494319807
chr19:8824413-8824436	HNRNPUL2	162.293858043075	233.8336649637309
chr13:41656150-41656173	GM5082	101.55229713806447	171.8405537872999
chr2:121178726-121178749	TUBGCP4	60.74156090501053	39.15354390090378
chr9:44783740-44783763	IFT46	39.86164934391316	44.591536109362636
chr7:13219546-13219569	VMN1R89	54.097952681025006	35.89074857582847
chr13:54599126-54599149	CLTB	25.62534600680132	5.437992208458859
chr7:45700478-45700501	CAR11	43.65799690047632	0.0
chr16:36620732-36620755	CD86	123.38129558830263	135.94980521147147
chr6:103649532-103649555	CHL1	96.80686269236054	129.42421456132084
chr8:95633693-95633716	GINS3	7.592695113126316	0.0
chr7:45168786-45168809	SLC17A7	27.523519785082897	4.350393766767087
chr15:5212064-5212087	TTC33	52.199778902743425	55.46752052628035
chr9:44783761-44783784	IFT46	64.53790846157369	34.80315013413669
chr17:31502786-31502809	WDR4	112.94133980775395	203.3809085963613
chr10:24027770-24027793	TAAR7D	79.72329868782631	127.24901767793729
chr14:55746214-55746237	2610027L16RIK	102.50138402720528	32.62795325075315
chrX:36002721-36002744	DOCK11	127.1776431448658	163.13976625376574
chr13:23356913-23356936	ZFP322A	62.63973468329211	75.04429247673224
chr12:56612260-56612283	NKX2-9	95.85777580321974	61.993111176430986
chr11:70007449-70007472	DVL2	38.91256245477237	78.30708780180755
chr16:19407534-19407557	OLFR165	64.53790846157369	121.81102546947842
chr4:123909875-123909898	MYCBP	85.41782002267105	261.0236260060252
chr7:46377133-46377156	MYOD1	93.95960202493816	89.18307221872527
chr2:34948372-34948395	TRAF1	39.86164934391316	87.00787533534174
chr2:87509362-87509385	PRAMEL6	87.31599380095264	228.39567275527205
chr7:19416726-19416749	CKM	70.23242979641843	109.84744261086894
chr7:24125601-24125624	ZFP112	49.35251823532106	113.11023793594426
chr1:162318689-162318712	DNM3	97.75594958150133	116.37303326101957
chr19:5729329-5729352	FAM89B	92.06142824665659	51.11712675951327
chrX:36006670-36006693	DOCK11	111.99225291861316	163.13976625376574
chr17:91088341-91088364	NRXN1	37.01438867649079	28.277559483986064
chr5:31901104-31901127	BRE	88.26508069009343	72.8690955933487
chr5:52368218-52368241	SOD3	60.74156090501053	40.24114234259555
chr7:45498871-45498894	NUCB1	97.75594958150133	76.13189091842402
chr17:91088005-91088028	NRXN1	53.14886579188421	30.452756367369606
chr3:83766960-83766983	SFRP2	68.33425601813684	61.993111176430986
chr5:9434631-9434654	9330182L06RIK	21.82899845023816	15.226378183684803
chr8:43521670-43521693	ADAM26B	119.58494803173949	88.0954737770335
chr10:39947917-39947940	G630090E17RIK	43.65799690047632	6.52559065015063
chr7:127019963-127019986	PRRT2	59.79247401586974	35.89074857582847
chrX:23756968-23756991	WDR44	99.6541233597829	116.37303326101957
chr8:66704073-66704096	NPY1R	424.2418394459329	418.7254000513321
chr11:102155810-102155833	TMEM101	46.50525756789869	41.32874078428733
chr11:118503727-118503750	RBFOX3	108.19590536205001	321.9291387407644
chr7:19095396-19095419	SIX5	39.86164934391316	52.20472520120504
chr14:57999026-57999049	EFHA1	27.523519785082897	2.1751968833835433
chr13:70836299-70836322	ADAMTS16	55.04703957016579	8.700787533534173
chr6:29319411-29319434	FAM71F1	55.99612645930658	36.978347017520235
chr17:57055370-57055393	SLC25A23	54.097952681025006	76.13189091842402
chr10:123704371-123704394	FAM19A2	97.75594958150133	150.08858495346448
chr2:167024441-167024464	DDX27	92.06142824665659	15.226378183684803
chr4:132731048-132731071	XKR8	120.53403492088027	264.28642133110054
chr8:104309605-104309628	CMTM1	74.97786424212238	134.86220676977968
chr7:6383589-6383612	ZFP28	139.51577270369606	104.40945040241007
chr7:10099870-10099893	VMN2R51	90.163254468375	0.0
chr7:28835878-28835901	LGALS4	106.29773158376842	123.98622235286197
chr10:110754191-110754214	E2F7	49.35251823532106	31.540354809061377
chr3:123671536-123671559	NDST3	100.60321024892369	144.65059274500564
chr13:31807625-31807648	FOXC1	149.95572848424476	157.7017740453069
chr18:37334675-37334698	PCDHB6	23.727172228519738	118.5482301444031
chr1:88407403-88407426	SPP2	37.01438867649079	57.642717409663895
chr5:100785376-100785399	HELQ	50.301605124461844	33.71555169244492
chr14:70579108-70579131	NUDT18	66.43608223985527	52.20472520120504
chr14:18222083-18222106	NR1D2	85.41782002267105	120.72342702778666
chr11:120421467-120421490	NPLOC4	62.63973468329211	63.080709618122754
chr1:106950730-106950753	SERPINB12	195.51189916300265	213.16929457158724
chr4:86664417-86664440	PLIN2	65.48699535071448	63.080709618122754
chr15:25364628-25364651	BASP1	9.490868891407896	11.963582858609488
chr9:59486046-59486069	ARIH1	21.82899845023816	7.6131890918424014
chr1:183088805-183088828	DISP1	74.97786424212238	95.7086628688759
chr18:34592954-34592977	4933408B17RIK	51.25069201360264	21.751968833835434
chr3:41681744-41681767	SCLT1	81.6214724661079	149.0009865117727
chr11:120495475-120495498	SLC25A10	187.91920404987633	96.79626131056767
chr9:53591408-53591431	ACAT1	121.48312181002106	108.75984416917717
chr10:82659613-82659636	GLT8D2	75.92695113126317	21.751968833835434
chr18:67648762-67648785	PSMG2	308.4532389707566	514.434062920208
chr15:60823694-60823717	FAM84B	22.778085339378947	6.52559065015063
chr4:133221472-133221495	CD164L2	346.41671453638816	309.96555588215494
chr7:142370946-142370969	6330512M04RIK	13.287216447971053	7.6131890918424014
chr11:83424432-83424455	GAS2L2	62.63973468329211	50.029528317821494
chr9:41043519-41043542	UBASH3B	58.84338712672895	43.50393766767087
chr8:56298371-56298394	HPGD	117.6867742534579	118.5482301444031
chr5:113097666-113097689	2900026A02RIK	49.35251823532106	6.52559065015063
chr17:33433328-33433351	ACTL9	177.47924826932766	288.2135870483195
chr6:32516686-32516709	PLXNA4	80.67238557696712	19.57677195045189
chr11:75756812-75756835	YWHAE	27.523519785082897	100.05905663564299
chr5:145165201-145165224	PTCD1	99.6541233597829	149.0009865117727
chr6:72417878-72417901	GGCX	62.63973468329211	93.53346598549237
chr11:76952533-76952556	BLMH	116.73768736431711	224.04527898850498
chr4:126612032-126612055	5730409E04RIK	85.41782002267105	139.21260053654677
chr7:14121630-14121653	SULT2A3	44.60708378961711	73.95669403504047
chr16:33264361-33264384	SNX4	53.14886579188421	76.13189091842402
chr2:164431224-164431247	SDC4	72.1306035747	29.365157925677835
chr2:93864417-93864440	ACCSL	162.293858043075	178.36614443745054
chr10:86343956-86343979	TIMP3	100.60321024892369	129.42421456132084
chr5:93187793-93187816	CCNI	76.87603802040395	17.401575067068347
chr16:5072170-5072193	UBN1	64.53790846157369	51.11712675951327
chr10:123704436-123704459	FAM19A2	156.59933670823028	137.03740365316324
chr9:64165370-64165393	ZWILCH	211.64637627839608	202.29331015466954
