id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SALL3	5	0.34572	0.51495	0.999995	481	2	-0.19433	0.06727	0.17754	0.982347	172	1	-0.19433
ZFP322A	5	0.34576	0.51501	0.999995	482	1	-0.049694	0.32255	0.50889	0.999441	443	1	-0.049694
SURF4	5	0.34686	0.51589	0.999995	483	2	-0.1942	0.070453	0.18259	0.99452	176	2	-0.1942
RB1CC1	5	0.34778	0.51658	0.999995	484	2	0.88152	0.10288	0.23361	0.999441	217	3	0.88152
CMPK1	4	0.34985	0.4913	0.999995	485	1	0.30736	0.34665	0.49222	0.999441	458	2	0.30736
NR1D2	4	0.35222	0.4936	0.999995	486	2	0.060162	0.28722	0.43185	0.999441	414	2	0.060162
PROM2	5	0.35283	0.5214	0.999995	487	2	-0.49715	0.90675	0.90649	0.999441	856	0	-0.49715
DCAF12L2	5	0.35424	0.5226	0.999995	488	1	0.095081	0.29294	0.48491	0.999441	421	1	0.095081
POLH	5	0.35884	0.52643	0.999995	489	2	0.077558	0.59872	0.73652	0.999441	649	2	0.077558
LGALS4	5	0.35972	0.5273	0.999995	490	2	-0.22015	0.86878	0.87122	0.999441	809	1	-0.22015
VMN1R21	4	0.35988	0.50162	0.999995	491	1	0.14188	0.69546	0.72672	0.999441	691	1	0.14188
FAM185A	5	0.36188	0.52934	0.999995	492	1	0.74055	0.13673	0.28373	0.999441	266	3	0.74055
MRPL16	5	0.3634	0.53081	0.999995	493	2	1.1478	0.035159	0.10317	0.89082	108	3	1.1478
P2RX5	5	0.36386	0.53113	0.999995	494	2	-0.058421	0.4826	0.63836	0.999441	552	2	-0.058421
DISP1	5	0.36416	0.53141	0.999995	495	2	-0.34807	0.95578	0.95625	0.999441	928	0	-0.34807
CYB5R1	5	0.36432	0.53154	0.999995	496	2	0.16267	0.87642	0.87805	0.999441	817	1	0.16267
CYP2B9	5	0.36719	0.53377	0.999995	497	2	-0.2884	0.95943	0.95984	0.999441	934	0	-0.2884
OLFR1457	4	0.36763	0.50992	0.999995	498	2	-0.2966	0.59276	0.67014	0.999441	645	1	-0.2966
LRRC69	5	0.36945	0.5358	0.999995	499	1	0.10906	0.31655	0.50393	0.999441	440	1	0.10906
WDR83	5	0.3702	0.53643	0.999995	500	2	-0.00096873	0.23588	0.42605	0.999441	364	1	-0.00096873
MBOAT1	5	0.37259	0.53854	0.999995	501	2	-0.19543	0.55838	0.70223	0.999441	617	2	-0.19543
PTCD1	5	0.37488	0.54065	0.999995	502	2	1.4216	0.020404	0.064886	0.775743	78	3	1.4216
SOD3	4	0.37533	0.5177	0.999995	503	2	0.0024979	0.34377	0.48928	0.999441	455	2	0.0024979
TGM5	5	0.37764	0.54302	0.999995	504	2	-0.048515	0.62062	0.74438	0.999441	659	1	-0.048515
CMTM1	5	0.3804	0.54549	0.999995	505	2	-0.22713	0.15255	0.30764	0.999441	288	2	-0.22713
4921523A10RIK	5	0.38131	0.54632	0.999995	506	2	-0.062946	0.62883	0.74709	0.999441	661	1	-0.062946
MTRR	5	0.38141	0.54638	0.999995	507	2	-0.37145	0.94862	0.94879	0.999441	920	0	-0.37145
PSMG2	5	0.38363	0.54808	0.999995	508	1	0.5798	0.14059	0.28996	0.999441	278	3	0.5798
EPHX4	5	0.38499	0.5493	0.999995	509	2	0.18766	0.42254	0.58992	0.999441	511	2	0.18766
WDR44	5	0.38682	0.55071	0.999995	510	2	-0.22169	0.24909	0.44398	0.999441	386	2	-0.22169
TOMT	5	0.38732	0.55101	0.999995	511	1	0.75533	0.018834	0.060639	0.748625	77	4	0.75533
MEP1A	5	0.38774	0.55132	0.999995	512	2	0.16962	0.14852	0.30128	0.999441	283	2	0.16962
HTRA4	5	0.38805	0.5516	0.999995	513	2	0.20674	0.26698	0.4643	0.999441	398	1	0.20674
ACOT13	5	0.3882	0.5517	0.999995	514	2	-0.19405	0.26698	0.4643	0.999441	399	1	-0.19405
APEX1	5	0.38935	0.55264	0.999995	515	2	-0.10332	0.063672	0.17178	0.966987	169	2	-0.10332
TRIM29	5	0.39004	0.55324	0.999995	516	2	-0.2389	0.95524	0.95576	0.999441	927	0	-0.2389
OLFR1138	3	0.39004	0.46859	0.999995	517	1	-0.42479	0.79873	0.7997	0.999441	749	0	-0.42479
GZMB	5	0.39026	0.55348	0.999995	518	2	-0.32684	0.94821	0.9484	0.999441	918	0	-0.32684
NRXN1	5	0.39099	0.5541	0.999995	519	1	-0.065307	0.77244	0.80845	0.999441	729	1	-0.065307
ABHD5	5	0.39462	0.55717	0.999995	520	2	-0.074294	0.413	0.58221	0.999441	505	2	-0.074294
FAM71F1	5	0.39464	0.55717	0.999995	521	2	0.23183	0.8351	0.84535	0.999441	776	1	0.23183
TMEM174	5	0.39537	0.5578	0.999995	522	2	-0.10683	0.43347	0.59834	0.999441	517	2	-0.10683
FBXO32	5	0.39554	0.55788	0.999995	523	2	0.39978	0.11895	0.25719	0.999441	242	3	0.39978
RYR2	5	0.39554	0.55788	0.999995	524	2	0.3094	0.21577	0.39778	0.999441	348	3	0.3094
DMRT2	5	0.39646	0.55863	0.999995	525	2	-0.32282	0.28131	0.47523	0.999441	408	1	-0.32282
USP37	5	0.399	0.56073	0.999995	526	1	-0.042465	0.34731	0.52893	0.999441	459	1	-0.042465
RBM18	5	0.4031	0.56416	0.999995	527	2	0.33736	0.13698	0.28414	0.999441	267	3	0.33736
KCTD16	5	0.40402	0.56505	0.999995	528	2	0.33352	0.22866	0.41635	0.999441	357	3	0.33352
OLAH	5	0.40516	0.56608	0.999995	529	2	-0.28654	0.43711	0.60119	0.999441	521	2	-0.28654
ICK	5	0.40608	0.56699	0.999995	530	2	-0.4913	0.97533	0.97513	0.999441	957	0	-0.4913
AGAP3	5	0.41122	0.57158	0.999995	531	1	0.025309	0.92435	0.92488	0.999441	880	0	0.025309
RNF183	5	0.41454	0.57475	0.999995	532	2	-0.19447	0.13911	0.28771	0.999441	273	2	-0.19447
CASP14	5	0.41454	0.57475	0.999995	533	2	0.19668	0.50432	0.65682	0.999441	570	2	0.19668
MYH13	5	0.41523	0.57526	0.999995	534	2	-0.14343	0.19691	0.37127	0.999441	328	2	-0.14343
GGCX	5	0.4166	0.57632	0.999995	535	2	0.039417	0.67909	0.76591	0.999441	684	1	0.039417
RXRB	5	0.4169	0.57659	0.999995	536	1	0.94146	0.063114	0.1709	0.966987	167	3	0.94146
GM13271	4	0.41947	0.56526	0.999995	537	2	-0.35093	0.92067	0.91992	0.999441	873	0	-0.35093
DGKD	5	0.42114	0.58008	0.999995	538	1	0.2482	0.41637	0.58494	0.999441	508	2	0.2482
GAS2L2	5	0.42184	0.58075	0.999995	539	1	0.097059	0.79513	0.82064	0.999441	743	1	0.097059
PRM2	5	0.42254	0.58145	0.999995	540	1	0.18543	0.37764	0.55401	0.999441	477	2	0.18543
FZD4	5	0.42299	0.58189	0.999995	541	2	-0.10283	0.27206	0.46822	0.999441	403	1	-0.10283
ALPL	5	0.42368	0.58241	0.999995	542	2	-0.097066	0.91045	0.9106	0.999441	862	0	-0.097066
TLR8	5	0.42464	0.58327	0.999995	543	1	-0.1128	0.9682	0.96838	0.999441	947	0	-0.1128
MS4A10	5	0.42534	0.58379	0.999995	544	1	0.12698	0.62932	0.74729	0.999441	662	1	0.12698
MIB1	5	0.42755	0.58572	0.999995	545	2	-0.26066	0.084143	0.2044	0.999441	190	1	-0.26066
MEIG1	2	0.42938	0.43768	0.999995	546	1	-0.55315	0.82391	0.82154	0.999441	766	0	-0.55315
DLG2	5	0.43256	0.58962	0.999995	547	2	-0.12696	0.92787	0.92832	0.999441	886	0	-0.12696
UBASH3B	5	0.43299	0.58994	0.999995	548	1	0.42703	0.10477	0.23633	0.999441	222	3	0.42703
PPP2R5D	5	0.43438	0.59114	0.999995	549	1	0.91537	0.0227	0.071163	0.782015	88	4	0.91537
SLC1A1	5	0.43782	0.59406	0.999995	550	1	-0.005543	0.4134	0.58256	0.999441	506	2	-0.005543
ELAVL3	5	0.43983	0.59596	0.999995	551	2	0.14044	0.49726	0.65094	0.999441	566	2	0.14044
IL31RA	5	0.44074	0.59664	0.999995	552	2	-0.22897	0.96882	0.96903	0.999441	949	0	-0.22897
OLFR1295	4	0.44113	0.57946	0.999995	553	1	0.028078	0.39529	0.54062	0.999441	490	1	0.028078
FAM109B	5	0.44255	0.59824	0.999995	554	2	-0.224	0.91644	0.91707	0.999441	868	0	-0.224
RPL11	1	0.44555	0.44559	0.999995	555	0	-0.10081	0.55445	0.55505	0.999441	610	0	-0.10081
MTMR10	5	0.44601	0.60098	0.999995	556	1	0.23288	0.33483	0.5187	0.999441	451	2	0.23288
C1QTNF4	5	0.44844	0.60291	0.999995	557	2	-0.17229	0.43161	0.59693	0.999441	515	1	-0.17229
OLFR243	4	0.45008	0.58318	0.999995	558	1	-0.047409	0.76909	0.77754	0.999441	727	1	-0.047409
BEX4	4	0.45119	0.58378	0.999995	559	1	-0.12542	0.50827	0.63032	0.999441	573	1	-0.12542
FGD5	5	0.45387	0.60798	0.999995	560	2	0.25949	0.57499	0.71612	0.999441	629	2	0.25949
AMOTL1	5	0.45455	0.60852	0.999995	561	2	-0.13976	0.90494	0.90471	0.999441	853	0	-0.13976
TRIM37	5	0.45612	0.60975	0.999995	562	2	0.40923	0.2202	0.40434	0.999441	353	3	0.40923
GINS3	4	0.45673	0.5861	0.999995	563	1	1.0319	0.076279	0.17179	0.966987	186	2	1.0319
PDE4A	5	0.45973	0.61271	0.999995	564	2	0.239	0.19345	0.36672	0.999441	326	2	0.239
PMPCB	5	0.46013	0.6131	0.999995	565	1	4.4769	6.7977e-07	4.9505e-06	0.00165	2	4	4.4769
PGC	5	0.46469	0.61696	0.999995	566	2	0.013243	0.29344	0.48525	0.999441	422	2	0.013243
GPR160	3	0.46564	0.51593	0.999995	567	1	0.1387	0.10793	0.19726	0.999441	229	1	0.1387
STARD3NL	5	0.46693	0.61902	0.999995	568	2	-0.15228	0.55479	0.69906	0.999441	612	1	-0.15228
YTHDF2	4	0.4693	0.59176	0.999995	569	1	-0.091588	0.35237	0.49756	0.999441	461	1	-0.091588
LYG1	4	0.472	0.59284	0.999995	570	1	-0.085158	0.84568	0.84603	0.999441	790	0	-0.085158
CCL17	3	0.47378	0.5215	0.999995	571	1	0.13824	0.60887	0.62685	0.999441	657	1	0.13824
SLC16A7	5	0.47395	0.62544	0.999995	572	1	-0.12628	0.74632	0.79497	0.999441	716	1	-0.12628
GSG1	5	0.47411	0.62557	0.999995	573	2	0.065658	0.41157	0.58105	0.999441	504	2	0.065658
MEPE	5	0.47817	0.6294	0.999995	574	2	0.91026	0.094486	0.2213	0.999441	206	3	0.91026
ZFP326	5	0.47858	0.62974	0.999995	575	2	0.13462	0.6804	0.76643	0.999441	685	1	0.13462
SPRR2I	1	0.47865	0.47874	0.999995	576	0	-0.065329	0.52135	0.52128	0.999441	584	0	-0.065329
PRDX4	5	0.47979	0.63065	0.999995	577	1	0.10762	0.76295	0.80366	0.999441	725	1	0.10762
WDR4	5	0.47992	0.63076	0.999995	578	2	1.3499	0.047892	0.13543	0.966987	134	3	1.3499
SNX4	5	0.48037	0.6312	0.999995	579	2	0.23388	0.32944	0.51446	0.999441	448	2	0.23388
PDE6A	5	0.48282	0.63328	0.999995	580	2	0.95273	0.061377	0.16709	0.966987	161	3	0.95273
ABHD16A	5	0.48493	0.63508	0.999995	581	1	0.18092	0.52344	0.67293	0.999441	588	2	0.18092
HEATR7A	5	0.48616	0.63599	0.999995	582	2	0.26598	0.57353	0.71504	0.999441	628	2	0.26598
TRP53BP1	5	0.48685	0.63674	0.999995	583	1	0.095823	0.65932	0.7583	0.999441	675	1	0.095823
OLFR1097	3	0.48687	0.52969	0.999995	584	1	-0.20378	0.81489	0.8155	0.999441	761	0	-0.20378
PSAP	5	0.48749	0.6373	0.999995	585	1	0.18336	0.54988	0.69496	0.999441	605	2	0.18336
TH	5	0.49017	0.63972	0.999995	586	2	-0.35641	0.37626	0.55297	0.999441	475	2	-0.35641
BNC1	5	0.49105	0.6406	0.999995	587	2	-0.18412	0.79298	0.81948	0.999441	741	1	-0.18412
H2-OB	5	0.49131	0.64079	0.999995	588	1	0.31869	0.35375	0.53449	0.999441	463	2	0.31869
FKBP10	5	0.49194	0.64138	0.999995	589	2	-0.18773	0.70905	0.77808	0.999441	699	1	-0.18773
AKR1B8	5	0.49257	0.64202	0.999995	590	1	0.38974	0.16394	0.32435	0.999441	302	3	0.38974
TMEM62	5	0.49261	0.64206	0.999995	591	2	-0.091116	0.49416	0.64803	0.999441	561	2	-0.091116
TAX1BP1	5	0.4946	0.64384	0.999995	592	2	-0.26177	0.86311	0.86651	0.999441	800	1	-0.26177
SSXB1	2	0.49532	0.49527	0.999995	593	1	-0.22049	0.77607	0.77321	0.999441	730	0	-0.22049
FAM89B	5	0.49549	0.64469	0.999995	594	2	-0.24135	0.56745	0.70967	0.999441	623	2	-0.24135
ZFP12	5	0.49682	0.64603	0.999995	595	2	0.23688	0.36478	0.54376	0.999441	471	2	0.23688
FAM125A	5	0.49792	0.64708	0.999995	596	2	-0.099046	0.053339	0.14907	0.966987	145	2	-0.099046
ELAVL2	5	0.50035	0.64931	0.999995	597	2	-0.030543	0.58608	0.72587	0.999441	639	1	-0.030543
PVRL2	5	0.50079	0.64964	0.999995	598	2	0.45286	0.14489	0.2961	0.999441	279	3	0.45286
SLC23A2	5	0.50124	0.65004	0.999995	599	2	-0.28851	0.9476	0.94789	0.999441	916	0	-0.28851
HCFC1R1	3	0.50139	0.5394	0.999995	600	1	1.4084	0.064952	0.13922	0.966987	170	2	1.4084
GM1574	5	0.50256	0.65137	0.999995	601	2	-0.22759	0.42674	0.59333	0.999441	512	2	-0.22759
OLFR583	2	0.50272	0.50251	0.999995	602	1	-0.14831	0.67295	0.67073	0.999441	679	0	-0.14831
SCLT1	5	0.50344	0.65208	0.999995	603	2	-0.34342	0.96124	0.96173	0.999441	937	0	-0.34342
TUBGCP4	5	0.50386	0.65241	0.999995	604	1	0.62071	0.0070591	0.027639	0.50252	51	3	0.62071
SDC4	5	0.5052	0.65368	0.999995	605	2	-0.14543	0.27135	0.46767	0.999441	402	2	-0.14543
PTMA	2	0.50792	0.50717	0.999995	606	1	0.37389	0.29803	0.33791	0.999441	425	1	0.37389
CLTB	5	0.50872	0.6567	0.999995	607	2	-0.041088	0.45546	0.61591	0.999441	532	1	-0.041088
ADAM30	4	0.51082	0.61176	0.999995	608	1	0.94078	0.062501	0.14584	0.966987	163	3	0.94078
PDZD4	5	0.51114	0.65877	0.999995	609	2	-0.25588	0.37994	0.55599	0.999441	481	2	-0.25588
H2-M10.5	5	0.51201	0.65944	0.999995	610	2	0.39904	0.21921	0.40269	0.999441	351	3	0.39904
CCL19	1	0.51274	0.51259	0.999995	611	0	0.05637	0.48726	0.48722	0.999441	555	0	0.05637
TBC1D22B	5	0.51311	0.66066	0.999995	612	2	0.24448	0.08511	0.20588	0.999441	191	2	0.24448
KLHL18	5	0.51399	0.66137	0.999995	613	2	0.405	0.23742	0.42824	0.999441	366	3	0.405
PROX2	5	0.51486	0.66213	0.999995	614	2	0.6472	0.13925	0.28792	0.999441	275	3	0.6472
DCP1A	5	0.5153	0.66247	0.999995	615	2	0.19724	0.2244	0.41065	0.999441	355	2	0.19724
ESYT2	5	0.51661	0.66364	0.999995	616	2	0.40589	0.2398	0.43138	0.999441	368	3	0.40589
ETHE1	5	0.51748	0.66454	0.999995	617	2	0.22865	0.58227	0.72269	0.999441	634	2	0.22865
ACADL	5	0.51814	0.66507	0.999995	618	2	-0.091021	0.5582	0.70206	0.999441	615	1	-0.091021
A530032D15RIK	3	0.51925	0.55171	0.999995	619	1	-0.24274	0.07297	0.15008	0.966987	184	1	-0.24274
PRRT2	5	0.51967	0.66649	0.999995	620	2	-0.27675	0.52076	0.67067	0.999441	583	2	-0.27675
LITAF	5	0.52042	0.66709	0.999995	621	2	-0.25034	0.9393	0.9402	0.999441	904	0	-0.25034
SPESP1	5	0.52141	0.66797	0.999995	622	2	-0.21662	0.49321	0.64726	0.999441	558	2	-0.21662
RTBDN	4	0.52394	0.61817	0.999995	623	1	-0.11147	0.78034	0.78649	0.999441	733	1	-0.11147
C3AR1	5	0.52704	0.67287	0.999995	624	1	-0.19586	0.49372	0.64774	0.999441	559	2	-0.19586
DEFB8	1	0.52745	0.52744	0.999995	625	0	0.060338	0.47255	0.4724	0.999441	542	0	0.060338
XPO5	5	0.52824	0.67379	0.999995	626	1	0.62813	0.10254	0.23298	0.999441	216	3	0.62813
FAM63A	5	0.52923	0.6746	0.999995	627	2	0.22451	0.35008	0.53119	0.999441	460	2	0.22451
TNFSF11	5	0.53075	0.67595	0.999995	628	2	0.016576	0.399	0.57053	0.999441	494	2	0.016576
ZFP961	5	0.53356	0.67861	0.999995	629	2	-0.13414	0.5685	0.71073	0.999441	625	2	-0.13414
OLFR654	5	0.53418	0.67918	0.999995	630	1	0.13623	0.28575	0.47912	0.999441	411	2	0.13623
GM5082	4	0.53581	0.62379	0.999995	631	1	-0.032914	0.66739	0.70966	0.999441	678	1	-0.032914
CABP5	5	0.53889	0.68344	0.999995	632	2	-0.25862	0.90659	0.90631	0.999441	855	0	-0.25862
TIMP3	5	0.53917	0.68369	0.999995	633	2	-0.33099	0.72801	0.78615	0.999441	708	1	-0.33099
ZFP800	5	0.5426	0.6868	0.999995	634	2	0.46505	0.04228	0.12164	0.935682	127	3	0.46505
APH1B	5	0.54389	0.68806	0.999995	635	2	-0.13367	0.21726	0.40002	0.999441	350	1	-0.13367
DDX43	5	0.54518	0.68907	0.999995	636	2	0.188	0.19031	0.3617	0.999441	323	2	0.188
SYNGR2	5	0.54689	0.69051	0.999995	637	2	-0.31663	0.96996	0.97014	0.999441	950	0	-0.31663
LPGAT1	5	0.54761	0.69125	0.999995	638	1	-0.061557	0.88312	0.88384	0.999441	823	1	-0.061557
U2AF1	2	0.54802	0.54622	0.999995	639	1	2.4737	0.0078261	0.015351	0.365512	55	1	2.4737
MLF1	5	0.54934	0.6928	0.999995	640	1	0.12774	0.4733	0.63081	0.999441	543	2	0.12774
PELI2	5	0.5503	0.69366	0.999995	641	2	-0.35233	0.82642	0.84013	0.999441	767	1	-0.35233
GTF3C5	5	0.55049	0.69385	0.999995	642	1	0.69968	0.00069152	0.0029653	0.156071	18	4	0.69968
NDP	4	0.55177	0.63193	0.999995	643	1	-0.037744	0.54263	0.64501	0.999441	600	1	-0.037744
C1S	5	0.5518	0.69504	0.999995	644	2	0.089648	0.86792	0.87042	0.999441	808	1	0.089648
OLFR1065	1	0.55249	0.55297	0.999995	645	0	0.10869	0.44751	0.44761	0.999441	528	0	0.10869
MGL2	5	0.55286	0.69596	0.999995	646	2	-0.090026	0.72492	0.78487	0.999441	706	1	-0.090026
TUBA1B	2	0.55444	0.55233	0.999995	647	1	0.19335	0.43382	0.44571	0.999441	518	1	0.19335
PCSK2	4	0.5551	0.6337	0.999995	648	1	-0.20231	0.94498	0.94399	0.999441	913	0	-0.20231
UFSP1	5	0.55584	0.69848	0.999995	649	2	-0.31742	0.93706	0.93789	0.999441	899	0	-0.31742
DNM3	5	0.55668	0.69917	0.999995	650	2	-0.24916	0.7962	0.82111	0.999441	745	1	-0.24916
SLC6A7	5	0.55848	0.7011	0.999995	651	1	0.63964	0.13792	0.28565	0.999441	270	3	0.63964
OLFR1265	3	0.55863	0.58075	0.999995	652	1	-0.097066	0.67684	0.68163	0.999441	682	1	-0.097066
ZFP869	5	0.55961	0.70205	0.999995	653	1	0.11968	0.30279	0.49272	0.999441	428	2	0.11968
9430069I07RIK	2	0.55995	0.55814	0.999995	654	1	0.33172	0.3415	0.37083	0.999441	453	1	0.33172
MYL12A	3	0.56278	0.58395	0.999995	655	1	-0.26933	0.85508	0.85604	0.999441	795	0	-0.26933
OLFR746	2	0.56571	0.56389	0.999995	656	1	0.1882	0.46262	0.46964	0.999441	537	1	0.1882
KCNK15	5	0.57356	0.70753	0.999995	657	1	0.39992	0.14489	0.2961	0.999441	280	3	0.39992
OLFR883	4	0.57424	0.64444	0.999995	658	1	0.24951	0.29773	0.4424	0.999441	424	2	0.24951
MRPL53	5	0.58176	0.71062	0.999995	659	1	1.2315	0.039305	0.11374	0.89082	118	3	1.2315
SPAG5	5	0.5823	0.71078	0.999995	660	1	0.45125	0.15208	0.30692	0.999441	286	3	0.45125
2610002J02RIK	5	0.585	0.71171	0.999995	661	1	-0.08711	0.31414	0.50197	0.999441	436	1	-0.08711
DYNC1LI1	4	0.59053	0.65318	0.999995	662	1	0.39373	0.27734	0.42213	0.999441	405	2	0.39373
4930430A15RIK	5	0.59567	0.7157	0.999995	663	1	0.25043	0.87196	0.8739	0.999441	814	1	0.25043
ESF1	5	0.5983	0.7166	0.999995	664	1	-0.12747	0.062626	0.17004	0.966987	166	2	-0.12747
ADRB3	5	0.59882	0.71676	0.999995	665	1	0.34785	0.24254	0.43524	0.999441	375	3	0.34785
VCL	5	0.59935	0.71696	0.999995	666	1	1.15	0.026053	0.079658	0.812841	97	4	1.15
2810008M24RIK	1	0.60085	0.60252	0.999995	667	0	0.23313	0.39915	0.39957	0.999441	495	0	0.23313
FBLIM1	5	0.60144	0.71765	0.999995	668	1	0.13034	0.18719	0.3572	0.999441	319	2	0.13034
MDFI	5	0.60404	0.71855	0.999995	669	1	-0.15987	0.76638	0.80524	0.999441	726	1	-0.15987
ZDHHC1	4	0.60549	0.66121	0.999995	670	1	0.78667	0.041516	0.1057	0.89082	124	3	0.78667
ANK	4	0.60895	0.66308	0.999995	671	1	0.064708	0.41884	0.56554	0.999441	509	1	0.064708
DUT	5	0.60972	0.72079	0.999995	672	1	0.30608	0.0021763	0.0094307	0.277373	32	2	0.30608
VMN2R101	4	0.61366	0.66598	0.999995	673	1	0.3188	0.42722	0.57418	0.999441	513	2	0.3188
EXOC2	5	0.61482	0.72282	0.999995	674	1	-0.090265	0.19187	0.36426	0.999441	325	2	-0.090265
IDI2	4	0.61537	0.66687	0.999995	675	1	0.8723	0.031979	0.086748	0.858886	104	3	0.8723
NFATC4	4	0.61707	0.66773	0.999995	676	1	-0.11328	0.92766	0.92669	0.999441	885	0	-0.11328
OLFR1085	3	0.61857	0.62862	0.999995	677	1	0.42292	0.11759	0.20955	0.999441	241	2	0.42292
ADAM26A	3	0.61994	0.62965	0.999995	678	1	-0.21245	0.4665	0.52923	0.999441	538	1	-0.21245
EIF2A	5	0.62137	0.72525	0.999995	679	1	0.17577	0.2563	0.45408	0.999441	391	1	0.17577
PLCD3	5	0.62188	0.72541	0.999995	680	1	0.63232	0.18895	0.35978	0.999441	321	3	0.63232
NME3	5	0.62387	0.72609	0.999995	681	1	0.55767	0.049362	0.13926	0.966987	137	3	0.55767
PIGW	5	0.62932	0.72843	0.999995	682	1	1.0901	0.02385	0.074134	0.795608	90	4	1.0901
LFNG	4	0.63273	0.67697	0.999995	683	1	-0.10228	0.73867	0.75516	0.999441	714	1	-0.10228
PCM1	5	0.63422	0.73036	0.999995	684	1	0.57813	0.13888	0.28725	0.999441	272	3	0.57813
LPCAT3	5	0.63616	0.7313	0.999995	685	1	0.13615	0.079531	0.19696	0.999441	187	2	0.13615
CCNI	4	0.63702	0.67953	0.999995	686	1	1.6307	0.015983	0.051728	0.6967	72	3	1.6307
OLFR308	3	0.63882	0.64498	0.999995	687	1	-0.27364	0.64262	0.65314	0.999441	668	1	-0.27364
ZFP459	4	0.63906	0.68086	0.999995	688	1	-0.14622	0.94378	0.94292	0.999441	912	0	-0.14622
CCL11	2	0.64185	0.63959	0.999995	689	0	0.38712	0.39108	0.40992	0.999441	487	1	0.38712
1110057K04RIK	5	0.64338	0.73447	0.999995	690	1	0.0027438	0.59443	0.733	0.999441	646	2	0.0027438
OGDH	5	0.64386	0.73465	0.999995	691	1	0.3698	0.33356	0.51768	0.999441	450	2	0.3698
ARPP19	2	0.6442	0.64196	0.999995	692	0	0.49365	0.28409	0.328	0.999441	409	1	0.49365
USP34	5	0.64433	0.73483	0.999995	693	1	0.20294	0.44669	0.60876	0.999441	526	1	0.20294
4930467E23RIK	4	0.6467	0.68559	0.999995	694	1	-0.24076	0.90799	0.90663	0.999441	858	0	-0.24076
SMN1	5	0.65119	0.73748	0.999995	695	1	1.0724	0.027666	0.084351	0.843515	99	3	1.0724
MRPL45	5	0.65469	0.73898	0.999995	696	1	0.23922	0.36386	0.543	0.999441	470	2	0.23922
CYS1	5	0.65886	0.74074	0.999995	697	1	0.49253	0.24117	0.43329	0.999441	369	3	0.49253
CYP2B10	5	0.66252	0.74228	0.999995	698	1	-0.235	0.90038	0.89998	0.999441	846	0	-0.235
SSTR3	5	0.66389	0.74284	0.999995	699	1	1.3386	0.05549	0.15374	0.966987	149	3	1.3386
RHOX1	4	0.66892	0.69938	0.999995	700	1	-0.12854	0.89041	0.89018	0.999441	832	0	-0.12854
MYOD1	5	0.66932	0.745	0.999995	701	1	0.074457	0.2862	0.47956	0.999441	412	2	0.074457
4933402D24RIK	2	0.67108	0.66882	0.999995	702	0	0.094993	0.58921	0.58699	0.999441	643	1	0.094993
HMGCLL1	5	0.67156	0.746	0.999995	703	1	0.2673	0.59627	0.7347	0.999441	647	2	0.2673
SKINT7	4	0.67157	0.70088	0.999995	704	1	-0.0061622	0.72437	0.74554	0.999441	705	1	-0.0061622
PTGES	5	0.6729	0.74657	0.999995	705	1	-0.057472	0.51945	0.66952	0.999441	582	2	-0.057472
CPSF7	5	0.67334	0.74679	0.999995	706	1	0.27734	0.51661	0.66701	0.999441	580	2	0.27734
CYP2AB1	5	0.67468	0.74751	0.999995	707	1	0.030206	0.56282	0.70578	0.999441	619	2	0.030206
FAM100A	5	0.67556	0.74777	0.999995	708	1	0.17257	0.85747	0.86182	0.999441	796	1	0.17257
RPL36A	4	0.67795	0.70492	0.999995	709	1	2.762	0.0031879	0.011688	0.309927	37	3	2.762
TTC33	5	0.67909	0.74965	0.999995	710	1	0.7715	0.13448	0.28055	0.999441	263	3	0.7715
FOXJ2	5	0.67953	0.74986	0.999995	711	1	0.17014	0.87835	0.87977	0.999441	818	1	0.17014
DCAF5	5	0.68432	0.75225	0.999995	712	1	0.19942	0.78065	0.81248	0.999441	734	1	0.19942
DNAJB5	5	0.68605	0.7529	0.999995	713	1	0.6084	0.18956	0.36065	0.999441	322	3	0.6084
OLFR1188	5	0.69161	0.7552	0.999995	714	1	0.059321	0.54877	0.69398	0.999441	602	1	0.059321
SCAF11	5	0.69204	0.75529	0.999995	715	1	0.48955	0.19782	0.37275	0.999441	329	3	0.48955
GADD45GIP1	5	0.69288	0.75565	0.999995	716	1	1.116	0.037718	0.10981	0.89082	114	3	1.116
SCAND1	5	0.69415	0.75623	0.999995	717	1	0.75514	0.037795	0.10997	0.89082	115	4	0.75514
SLC6A5	5	0.69584	0.75694	0.999995	718	1	1.4363	0.051531	0.1445	0.966987	139	4	1.4363
LMO4	3	0.69761	0.69919	0.999995	719	1	0.34968	0.30145	0.43732	0.999441	427	2	0.34968
GM8994	3	0.69879	0.70046	0.999995	720	1	0.9359	0.13834	0.23603	0.999441	271	2	0.9359
SOX2	5	0.69918	0.75866	0.999995	721	1	1.4451	0.0093436	0.033995	0.555334	60	3	1.4451
MPP7	5	0.70022	0.75914	0.999995	722	1	0.065326	0.21278	0.39361	0.999441	343	2	0.065326
GRIN2B	5	0.70126	0.75949	0.999995	723	1	-0.17975	0.75599	0.79981	0.999441	722	1	-0.17975
H2-M5	5	0.70559	0.76179	0.999995	724	1	0.073733	0.15494	0.311	0.999441	291	2	0.073733
